stid,name,state,country,county,cwa,nwszone,timezone,elevation_ft,lat,lon,mnet_id,window_start_utc,window_end_utc,precip_in,first_report,last_report,report_type,count
KPTN,Patterson Memorial,LA,US,,,,America/Chicago,10.0,29.71667,-91.33333,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.15,2026-05-01T15:56:00-0500,2026-05-02T15:56:00-0500,precip_accum_one_hour,33
AV775,KJ4EWA Milton,FL,US,,,,America/Chicago,89.0,30.65283,-87.11950,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.12,2026-05-01T16:01:00-0500,2026-05-02T15:56:00-0500,precip_accum_since_local_midnight,283
DIBM6,TCHOUTACABOUFFA RIVER NEAR DIBERVILLE 3N,MS,US,,,,America/Chicago,26.0,30.47583,-88.89333,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.11,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum,94
G5218,GW5218 SLIDELL,LA,US,,,,America/Chicago,78.08,30.27483,-89.75933,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.08,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
KHDC,"Hammond, Hammond Municipal Airport",LA,US,,,,America/Chicago,43.0,30.52083,-90.41750,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.06,2026-05-01T15:55:00-0500,2026-05-02T15:35:00-0500,precip_accum_one_hour,70
OKCM6,OKATOMA CREEK AT SANFORD,MS,US,,,,America/Chicago,231.0,31.48917,-89.43333,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.05,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
WOOM6,BUFFALO RIVER NEAR WOODVILLE 8N,MS,US,,,,America/Chicago,110.0,31.22694,-91.29556,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.04,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
KIYA,Abbeville Chris Crusta Memorial Airport,LA,US,,,,America/Chicago,16.0,29.97578,-92.08422,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.03,2026-05-01T15:55:00-0500,2026-05-02T15:55:00-0500,precip_accum_one_hour,72
G6348,GW6348 SLIDELL,LA,US,,,,America/Chicago,9.84,30.22417,-89.78783,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.02,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
G5906,GW5906 EDGARD,LA,US,,,,America/Chicago,24.41,30.04533,-90.56333,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.02,2026-05-01T16:01:00-0500,2026-05-02T15:56:00-0500,precip_accum_since_local_midnight,283
F1251,FW1251 Lacombe,LA,US,,,,America/Chicago,17.65,30.32667,-89.97017,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.02,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
BLBL1,BLACK BAYOU AT HIGWAY 621 NEAR PRAIRIEVILLE 4SE,LA,US,,,,America/Chicago,19.0,30.26944,-90.91694,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.01,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
AFRL1,SANDY CREEK AT ALPHONSE FORBES RD NEAR GREENWELL SPRINGS 3NNE,LA,US,,,,America/Chicago,91.0,30.62111,-90.98222,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.01,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
USA8,Elberta,AL,US,,,,America/Chicago,73.0,30.41130,-87.58500,3011,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:02:00-0500,2026-05-02T15:50:00-0500,precip_accum_one_minute,1428
RHLL1,LITTLE RIVER NEAR ROCHELLE NEAR GEORGETOWN 2SE,LA,US,,,,America/Chicago,65.0,31.75417,-92.34444,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum_fifteen_minute,94
PCDL1,BAYOU PETIT CAILLOU AT CONTROL STRUCTURE NEAR LAPEYROUSE 2WSW,LA,US,,,,America/Chicago,8.0,29.38694,-90.61778,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
NRSL1,NEW RIVER CANAL NEAR SORRENTO 4E,LA,US,,,,America/Chicago,16.0,30.18917,-90.78611,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,61
LPOL1,TICKFAW RIVER AT LIVERPOOL NEAR KENTWOOD 1NNE,LA,US,,,,America/Chicago,206.0,30.93056,-90.67333,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:15:00-0500,precip_accum,93
KMCB,"McComb, McComb / Pike County / John E Lewis Field Airport",MS,US,,,,America/Chicago,413.0,31.17833,-90.47194,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T15:53:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,44
KIKT,Nakika Subsea Development Platform,MS,US,,,,Etc/GMT+6,0.0,28.5208,-88.2889,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T14:55:00-0600,2026-05-02T14:55:00-0600,precip_accum_one_hour,72
KHUM,Houma-Terrebonne Airport,LA,US,,,,America/Chicago,3.0,29.56341,-90.66283,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T15:47:00-0500,2026-05-02T15:47:00-0500,precip_accum_one_hour,13
KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",MS,US,,,,America/Chicago,147.0,31.26945,-89.25613,1,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:02:00-0500,2026-05-02T15:53:00-0500,precip_accum_one_hour,46
JNCM6,CYPRESS CREEK NEAR JANICE NEAR BEAUMONT 10 WSW,MS,US,,,,America/Chicago,146.0,31.02528,-89.01667,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
GRDL1,GRAND GOUDINE BAYOU AT HIGHWAY 934 NEAR GONZALES 4NW,LA,US,,,,America/Chicago,22.0,30.26194,-90.96333,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum,92
GLFM6,WOLF RIVER AT BELLE FERRY ROAD NEAR GULFPORT 7WNW,MS,US,,,,America/Chicago,30.0,30.39333,-89.20639,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
G1367,GW1367 DENHAM SPRINGS,LA,US,,,,America/Chicago,60.01,30.55930,-90.95226,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T15:57:00-0500,2026-05-02T15:52:00-0500,precip_accum_since_local_midnight,233
E6361,EW6361 Orange Beach,AL,US,,,,America/Chicago,1.05,30.304,-87.476,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,95
E5037,EW5037 Houma,LA,US,,,,America/Chicago,1.51,29.53683,-90.67167,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:01:00-0500,2026-05-02T15:52:00-0500,precip_accum_since_local_midnight,133
CATL1,CATAHOULA LAKE NEAR NEBO 8S,LA,US,,,,America/Chicago,43.0,31.47944,-92.11333,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:30:00-0500,precip_accum,37
BJNL1,BLACK RIVER AT JONESVILLE,LA,US,,,,America/Chicago,52.0,31.62222,-91.81222,106,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum,95
AW123,N0KWA TALISHEEK,LA,US,,,,America/Chicago,59.05,30.53217,-89.87400,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:49:00-0500,precip_accum_since_local_midnight,282
AT538,KE5JJC Ponchatoula,LA,US,,,,America/Chicago,35.0,30.44760,-90.35941,65,2026-05-01T21:02:00+00:00,2026-05-02T21:02:00+00:00,0.0,2026-05-01T16:00:00-0500,2026-05-02T15:45:00-0500,precip_accum_since_local_midnight,98
