stid,name,state,lat,lon,mnet_id,timezone,precip_in,first_report,last_report,report_type,count
1774W,Cottage Hill Christian Academy,AL,30.65139,-88.21527,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2117W,Foley Elementary School,AL,30.40956,-87.69092,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
AR152,KC5LIO Fairhope,AL,30.51833,-87.81717,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,80
AS256,KF4IRC Mobile,AL,30.668,-88.1145,65,America/Chicago,0.0,2026-04-17T12:05:00Z,2026-04-18T12:06:00Z,precip_accum_since_local_midnight,14
AW503,KX4DU FAIRHOPE,AL,30.491,-87.87483,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
AW575,N4SZO-7 MOBILE,AL,30.632,-88.1785,65,America/Chicago,0.0,2026-04-17T11:57:00Z,2026-04-18T11:57:00Z,precip_accum_since_local_midnight,277
BMTA1,Bay Minette FS,AL,30.8804,-87.7814,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
BONA1,BONSECOUR,AL,30.25278,-87.8125,2,America/Chicago,0.0,2026-04-17T11:50:00Z,2026-04-18T11:50:00Z,precip_accum,24
BRXA1,USCRN SITE NEAR BREWTON 3NNE,AL,31.145,-87.05167,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
BWMA1,MURDER CREEK AT HWY 41 and 29 AT BREWTON,AL,31.10083,-87.06889,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
C1353,CW1353 Mobile,AL,30.60783,-88.25833,65,America/Chicago,0.0,2026-04-17T12:03:00Z,2026-04-18T12:03:00Z,precip_accum_since_local_midnight,144
COOPGREA1,GREENSBORO,AL,32.69212,-87.57603,73,America/Chicago,0.0,2026-04-17T13:00:00Z,2026-04-18T13:00:00Z,precip_accum_24_hour,1
COOPMRFA1,MILLERS FERRY L&D,AL,32.1002,-87.3982,77,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_24_hour,1
D1458,DW1458 Foley,AL,30.404,-87.66983,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,90
D2686,DW2686 Robertsdale,AL,30.5255,-87.7285,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
D6471,DW6471 Daphne,AL,30.63016,-87.8672,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,280
D9919,DW9919 Gulf Shores,AL,30.28783,-87.51133,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E0390,EW0390 Calvert,AL,31.14667,-87.99883,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T11:57:00Z,precip_accum_since_local_midnight,253
E6361,EW6361 Orange Beach,AL,30.304,-87.476,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E7714,EW7714 Mobile,AL,30.6855,-88.27967,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,204
F0177,FW0177 Thomasville,AL,31.8825,-87.7445,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,96
F1728,FW1728 Butler,AL,32.08933,-88.22283,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F3872,FW3872 Orange Beach,AL,30.2845,-87.58183,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,288
F4737,FW4737 Nokomis,AL,31.02712,-87.59266,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:57:00Z,precip_accum_since_local_midnight,276
F6606,FW6606 Foley,AL,30.43121,-87.65821,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
F9403,FW9403 Summerdale,AL,30.48733,-87.74317,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
FRPA1,USCRN SITE NEAR FAIRHOPE 3NE,AL,30.54861,-87.87583,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
FSHA1,FISH RIVER NEAR SILVERHILL 3W,AL,30.54528,-87.79861,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
G1930,GW1930 CHATOM,AL,31.451,-88.19617,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G2037,GW2037 WILMER,AL,30.87717,-88.2595,65,America/Chicago,0.0,2026-04-17T12:02:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,282
G2175,GW2175 SPANISH FORT,AL,30.66967,-87.916,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,285
G2193,GW2193 GULF SHORES,AL,30.26933,-87.677,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G2672,GW2672 West Mobile,AL,30.6795,-88.24017,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G2684,GW2684 Robertsdale,AL,30.53967,-87.71467,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,288
G4508,GW4508 MONROEVILLE,AL,31.46317,-87.35017,65,America/Chicago,0.01,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G4772,GW4772 GATESWOOD,AL,30.70833,-87.54767,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G4878,GW4878 CITRONELLE,AL,31.0905,-88.229,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G5750,GW5750 FOLEY,AL,30.43483,-87.75467,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
G6029,GW6029 FOLEY,AL,30.41333,-87.69133,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,285
GHAA1,GROVE HILL,AL,31.69069,-87.76058,2,America/Chicago,0.0,2026-04-17T12:26:00Z,2026-04-18T12:26:00Z,precip_accum,24
K1R8,Bay Minette Municipal Airport,AL,30.87033,-87.81933,1,America/Chicago,0.0,2026-04-17T11:50:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,60
KBFM,"Mobile, Mobile Downtown Airport",AL,30.61389,-88.06333,1,America/Chicago,0.0,2026-04-17T11:53:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,25
KCQF,Sonny Callahan Airport,AL,30.461,-87.877,1,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T12:15:00Z,precip_accum_one_hour,69
KGZH,"Evergreen, Middleton Field",AL,31.41889,-87.04806,1,America/Chicago,0.0,2026-04-17T12:04:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,38
KJKA,Jack Edwards Airport,AL,30.2896,-87.6718,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:55:00Z,precip_accum_one_hour,41
KMOB,"Mobile, Mobile Regional Airport",AL,30.68833,-88.24556,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,24
KOPA1,KOPTIS FARMS,AL,30.5238,-87.69797,29,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
LVSA1,LIVINGSTON-UWA,AL,32.608,-88.19743,29,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
MAJA1,USCRN SITE AT MERION JUNCTION NEAR SELMA 13WNW,AL,32.45667,-87.24222,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,24
MRFA1,ALABAMA RIVER AT MILLERS FERRY LOCK & DAM NEAR CAMDEN 10NW,AL,32.1,-87.39778,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,88
MVSA1,Mt. Vernon,AL,31.0905,-87.9987,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
OFAM6,YOCKANOOKANY RIVER NEAR OFAHOMA 2SE,AL,32.18333,-88.17,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T11:45:00Z,precip_accum,78
PRDA1,PERDIDO RIV FARMS,AL,31.10923,-87.55277,29,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
TOXA1,USRCRN SITE NEAR THOMASVILLE 2S,AL,31.93139,-87.73667,123,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
USA1,USA West,AL,30.6944,-88.1944,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA10,Foley,AL,30.3699,-87.6456,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA11,Loxley,AL,30.6403,-87.7315,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA12,Gasque,AL,30.2387,-87.854,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA20,Castleberry,AL,31.2958,-87.0313,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA24,Poarch Creek,AL,31.0921,-87.5435,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA3,Grand Bay,AL,30.5065,-88.368,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA5,Saraland,AL,30.8302,-88.0658,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA7,Robertsdale,AL,30.584,-87.7301,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA8,Elberta,AL,30.4113,-87.585,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
USA9,Fairhope,AL,30.5412,-87.8819,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
WKXA1,NERRS METEOROLOGICAL SITE AT WEEKS BAY IN FAIRHOPE,AL,30.41611,-87.82611,188,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_hour,24
YLBA1,Bayou La Batre,AL,30.3956,-88.2478,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
0172W,UWF Pace Library,FL,30.55007,-87.2173,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
0325W,Woodlawn Beach Middle School,FL,30.39198,-87.00908,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
0327W,Gulf Breeze High School,FL,30.35847,-87.16718,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
0900W,Jay High School,FL,30.94114,-87.15685,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
0902W,Milton High School,FL,30.63261,-87.04482,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
0904W,Pace High School,FL,30.61265,-87.15355,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1089W,Chumuckla Elementary School,FL,30.77925,-87.22295,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1196W,Escambia High School,FL,30.42699,-87.2996,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1199W,Pensacola High School,FL,30.43479,-87.22465,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1201W,Booker T. Washington High School,FL,30.48424,-87.21184,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1203W,Pine Forest High School,FL,30.48807,-87.29538,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1206W,Tate High School,FL,30.57754,-87.30088,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1208W,Northview High School,FL,30.96756,-87.40608,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1213W,Pace Fire Rescue Station 4,FL,30.69987,-87.18477,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,82
1479W,FSWN Santa Rosa Allentown,FL,30.78287,-87.09209,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1584W,Central School,FL,30.76544,-87.07391,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1602W,UWF Sports Complex,FL,30.54068,-87.20447,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1683W,FSWN Escambia Century Fire Station,FL,30.9558,-87.27981,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1684W,FSWN Escambia Beulah Fire Station,FL,30.5363,-87.39425,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1687W,FSWN Escambia Walnut Hill,FL,30.89988,-87.47842,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1697W,FSWN Escambia Pensacola Beach,FL,30.33823,-87.11521,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1894W,FSWN Escambia Molino,FL,30.71569,-87.34388,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1896W,FSWN Escambia Perdido Key,FL,30.29158,-87.46896,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
2057W,FSWN Santa Rosa EOC,FL,30.59828,-87.07002,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
2216W,UWF Rec Plex North,FL,30.54595,-87.21278,249,America/Chicago,0.03,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
AV775,KJ4EWA Milton,FL,30.65283,-87.1195,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,285
AW025,KF5WKW CANTONMENT,FL,30.54533,-87.33683,65,America/Chicago,0.0,2026-04-17T11:55:00Z,2026-04-18T11:55:00Z,precip_accum_since_local_midnight,144
AX128,KN4CGX PENSACOLA,FL,30.5175,-87.36583,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
C9352,CW9352 Pensacola,FL,30.33417,-87.355,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
D4135,DW4135 Milton,FL,30.66033,-87.04733,65,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,224
D7066,DW7066 Pensacola,FL,30.46217,-87.19167,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,1173
D8180,DW8180 Pace,FL,30.58917,-87.15283,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,242
E1896,EW1896 Jay,FL,30.94917,-87.13217,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E4624,EW4624 Pensacola,FL,30.30633,-87.42333,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
E8557,EW8557 Walnut Hill,FL,30.87983,-87.5005,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,97
F7996,FW7996 Perdido Key,FL,30.327,-87.36833,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
F9380,FW9380 Gulf Breeze,FL,30.361,-87.191,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,285
G0489,GW0489 Pensacola,FL,30.31467,-87.47833,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,96
G0933,GW0933 Pensacola,FL,30.26633,-87.26533,65,America/Chicago,0.0,2026-04-17T12:01:00Z,2026-04-18T12:01:00Z,precip_accum_since_local_midnight,333
G4271,GW4271 GULF BREEZE,FL,30.38633,-87.05217,65,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,285
G6990,GW6990 PACE,FL,30.657,-87.14667,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
G7241,GW7241 PENSACOLA,FL,30.42783,-87.19417,65,America/Chicago,0.0,2026-04-17T11:59:00Z,2026-04-18T11:59:00Z,precip_accum_since_local_midnight,285
JAYF1,Jay,FL,30.77516,-87.14015,60,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_fifteen_minute,96
KNDZ,"Milton, Whiting Field South",FL,30.69722,-87.02,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,24
KNPA,Pensacola Naval Air Station,FL,30.35641,-87.32326,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,24
KNSE,Milton - Whiting Field Naval Air Station North,FL,30.72848,-87.02192,1,America/Chicago,0.0,2026-04-17T11:56:00Z,2026-04-18T11:56:00Z,precip_accum_one_hour,21
KPNS,Pensacola - Pensacola International Airport,FL,30.47806,-87.18694,1,America/Chicago,0.0,2026-04-17T11:53:00Z,2026-04-18T11:53:00Z,precip_accum_one_hour,24
MNOF1,ESCAMBIA RIVER NEAR MOLINO 6SE,FL,30.67,-87.26694,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,79
NLOF1,NAVAL LIVE OAKS,FL,30.36639,-87.1375,2,America/Chicago,0.0,2026-04-17T12:22:00Z,2026-04-18T12:22:00Z,precip_accum,24
SSGSP,Floridatown Park,FL,30.58079,-87.16163,248,America/Chicago,0.0,2026-04-17T11:57:00Z,2026-04-18T12:02:00Z,precip_accum_since_local_midnight,288
SSLYH,Davenport Bayou,FL,30.38129,-87.27328,248,America/Chicago,0.0,2026-04-17T11:58:00Z,2026-04-18T11:58:00Z,precip_accum_since_local_midnight,287
USA23,Jay,FL,30.9484,-87.1706,3011,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_one_minute,1440
1311W,Tiger Stadium,LA,30.41192,-91.18376,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1313W,Alex Box Stadium,LA,30.40666,-91.1875,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1815W,New Orleans City Hall - Central Business District,LA,29.95203,-90.07713,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1818W,SWBNO East Bank Water Treatment - Lower 9th Ward,LA,29.97728,-89.99746,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1819W,Loyola University New Orleans - Uptown/Audubon,LA,29.93707,-90.11992,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1822W,SWBNO Pumping Station - Little Woods,LA,30.05864,-89.96675,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1824W,SWBNO West Bank Water Treatment - English Turn,LA,29.90704,-89.96619,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:10:00Z,precip_accum_since_local_midnight,121
1825W,NOFD Engine 31 - Venetian Isles,LA,30.0654,-89.81363,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1826W,SWBNO East Bank Water Intake- Carrollton Bend,LA,29.95499,-90.13982,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1871W,NOFD Engine 36 - New Orleans East,LA,30.02735,-89.96878,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1873W,NORDC Morris F.X. Jeff - Sr. Park - Algiers,LA,29.94202,-90.02991,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1875W,NOFD Engine 27 - Seventh Ward/St.Roch,LA,29.97951,-90.05844,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1878W,NOPD Stables - City Park,LA,30.00485,-90.09718,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,140
1881W,NOFD Engine 16 - Central City,LA,29.94131,-90.08049,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
1884W,St. Charles Parish EOC,LA,29.96418,-90.40399,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1885W,NOFD Rescue Squad 7 - Treme,LA,29.96268,-90.07154,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1887W,NOFD Logistics - Navarre,LA,29.98489,-90.10899,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1890W,Municipal Yacht Harbor - Lakefront,LA,30.02836,-90.11563,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1968W,Port NOLA Maintenance- Uptown/West Riverside,LA,29.91441,-90.11443,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1970W,Port NOLA Administration - Warehouse District/Riverwalk,LA,29.9371,-90.06144,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1972W,Harbor Police Headquarters - Irish Channel,LA,29.92063,-90.07651,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
1975W,NOFD Engine 12 - Gentilly/Milneburg,LA,30.01622,-90.05172,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2016W,Killona Volunteer Fire Department,LA,30.00142,-90.48636,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2020W,Willowridge Pump Station Luling,LA,29.88464,-90.34422,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2156W,Addis VFW Hall,LA,30.35007,-91.26724,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2158W,Brusly Police Department,LA,30.38593,-91.24429,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2161W,Erwinville Community Center,LA,30.54203,-91.36364,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2162W,Homeland Security & 911 Center,LA,30.43095,-91.2039,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2166W,Port Allen,LA,30.49915,-91.21744,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2242W,NOFD Engine 4 - Pines Village,LA,30.02271,-90.02339,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,143
2245W,City Equipment Maintenance - Desire,LA,29.99992,-90.03133,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2248W,Regional Transit Authority - Mid City,LA,29.9672,-90.08893,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2280W,SWBNO Pumping Station Bayou Sauvage,LA,30.02977,-89.86796,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
2281W,NORDC Norman Playground - Old Aurora,LA,29.91992,-89.9982,249,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum_since_local_midnight,142
ABKL1,BAYOU MANCHAC AT ALLIGATOR BAYOU NEAR PRAIRIEVILLE 3WNW,LA,30.32139,-91.02083,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
AFRL1,SANDY CREEK AT ALPHONSE FORBES RD NEAR GREENWELL SPRINGS 3NNE,LA,30.62111,-90.98222,106,America/Chicago,0.0,2026-04-17T12:00:00Z,2026-04-18T12:00:00Z,precip_accum,96
